match_minute	match_second	position_x	position_y	play_type	BodyPart	Number_Intervening_Opponents	Number_Intervening_Teammates	Interference_on_Shooter	outcome	position_xM	position_yM	position_xM_r	position_yM_r	position_xM_std	position_yM_std	position_xM_std_r	position_yM_std_r	BodyPartCode	Interference_on_Shooter_Code	distance_to_goalM	distance_to_centerM	angle	isFoot	isHead	header_distance_to_goalM	High	Low	Medium
65	24	14.71	8.23	Open Play	Left	3	0	Medium	Missed	38.29	8.24941037735849	-38.29	-8.24941037735849	91.29	42.24941037735849	144.29	76.24941037735849	1	2	16.865256344748218	8.24941037735849	29.283833902609796	1	0	0.0	0	0	1
42	48	18.95	-7.48	Open Play	Right	2	0	Medium	Saved	34.05	-7.497641509433962	-34.05	7.497641509433962	87.05	26.50235849056604	140.05	60.50235849056604	2	2	20.379330906680604	7.497641509433962	21.58642203354697	1	0	0.0	0	0	1
46	36	4.74	3.49	Open Play	Left	1	0	Low	Goal	48.26	3.4982311320754715	-48.26	-3.4982311320754715	101.26	37.49823113207548	154.26	71.49823113207547	1	1	5.891113736249034	3.4982311320754715	36.42819525767687	1	0	0.0	0	1	0
21	47	11.47	2.0	Open Play	Right	3	0	Medium	Goal	41.53	2.0047169811320757	-41.53	-2.0047169811320757	94.53	36.00471698113208	147.53	70.00471698113208	2	2	11.64387350388346	2.0047169811320757	9.913967913290296	1	0	0.0	0	0	1
10	17	27.18	-2.99	Open Play	Left	3	0	Medium	Saved	25.82	-2.997051886792453	-25.82	2.997051886792453	78.82	31.002948113207548	131.82	65.00294811320755	1	2	27.34473843378514	2.997051886792453	6.292402357106091	1	0	0.0	0	0	1
71	8	11.47	15.96	Open Play	Right	3	0	Low	Saved	41.53	15.99764150943396	-41.53	-15.99764150943396	94.53	49.99764150943396	147.53	83.99764150943396	2	1	19.68464970133745	15.99764150943396	54.36020764421246	1	0	0.0	0	1	0
87	50	12.72	-13.97	Open Play	Right	1	0	Medium	Missed	40.28	-14.002948113207548	-40.28	14.002948113207548	93.28	19.99705188679245	146.28	53.99705188679245	2	2	18.91774182774421	14.002948113207548	47.74861569932092	1	0	0.0	0	0	1
36	26	8.48	0.75	Open Play	Head	1	0	Low	Missed	44.52	0.7517688679245282	-44.52	-0.7517688679245282	97.52	34.751768867924525	150.51999999999998	68.75176886792453	3	1	8.513257686149327	0.7517688679245282	5.066140628765984	0	1	8.513257686149327	0	1	0
58	25	9.98	0.5	Open Play	Head	1	0	Medium	Missed	43.02	0.5011792452830188	-43.02	-0.5011792452830188	96.02	34.50117924528302	149.01999999999998	68.50117924528303	3	2	9.992576276211382	0.5011792452830188	2.8748850681333784	0	1	9.992576276211382	0	0	1
19	53	22.69	0.25	Open Play	Right	2	0	Medium	Saved	30.31	0.2505896226415094	-30.31	-0.2505896226415094	83.31	34.250589622641506	136.31	68.25058962264151	2	2	22.691383720676352	0.2505896226415094	0.6327520523103741	1	0	0.0	0	0	1
57	36	6.73	-4.99	Open Play	Right	1	0	Medium	Goal	46.27	-5.001768867924528	-46.27	5.001768867924528	99.27	28.99823113207547	152.26999999999998	62.99823113207548	2	2	8.385141132273151	5.001768867924528	36.61991171170797	1	0	0.0	0	0	1
47	38	18.95	14.96	Open Play	Right	3	1	Medium	Blocked	34.05	14.995283018867925	-34.05	-14.995283018867925	87.05	48.99528301886792	140.05	82.99528301886792	2	2	24.165285283148403	14.995283018867925	38.35484381084554	1	0	0.0	0	0	1
22	1	18.45	-2.99	Open Play	Left	2	0	Low	Blocked	34.55	-2.997051886792453	-34.55	2.997051886792453	87.55	31.002948113207548	140.55	65.00294811320755	1	1	18.691838326182	2.997051886792453	9.226639436434828	1	0	0.0	0	1	0
3	55	4.74	4.99	Open Play	Head	2	0	High	Missed	48.26	5.001768867924528	-48.26	-5.001768867924528	101.26	39.001768867924525	154.26	73.00176886792453	3	3	6.890957249043056	5.001768867924528	46.53921154717912	0	1	6.890957249043056	1	0	0
38	47	18.21	1.75	Open Play	Left	4	0	Medium	Blocked	34.79	1.754127358490566	-34.79	-1.754127358490566	87.78999999999999	35.754127358490564	140.79	69.75412735849056	1	2	18.294290442370404	1.754127358490566	5.502194050574767	1	0	0.0	0	0	1
48	13	12.47	-1.5	Open Play	Head	2	0	Low	Missed	40.53	-1.5035377358490565	-40.53	1.5035377358490565	93.53	32.49646226415094	146.53	66.49646226415095	3	1	12.560315510492645	1.5035377358490565	6.87510134716918	0	1	12.560315510492645	0	1	0
32	27	20.2	-4.74	Open Play	Right	2	0	Medium	Saved	32.8	-4.751179245283019	-32.8	4.751179245283019	85.8	29.24882075471698	138.8	63.24882075471698	2	2	20.75123379996496	4.751179245283019	13.235784406321118	1	0	0.0	0	0	1
72	1	26.68	-1.0	Open Play	Right	3	0	Low	Missed	26.32	-1.0023584905660377	-26.32	1.0023584905660377	79.32	32.99764150943396	132.32	66.99764150943396	2	1	26.698822493578437	1.0023584905660377	2.1515709551267457	1	0	0.0	0	1	0
35	57	23.69	3.24	Open Play	Right	3	2	Medium	Missed	29.31	3.2476415094339623	-29.31	-3.2476415094339623	82.31	37.24764150943396	135.31	71.24764150943396	2	2	23.91157199712722	3.2476415094339623	7.8059709758061695	1	0	0.0	0	0	1
23	2	22.2	9.48	Open Play	Right	3	0	Low	Saved	30.8	9.50235849056604	-30.8	-9.50235849056604	83.8	43.50235849056604	136.8	77.50235849056604	2	1	24.148184546322163	9.50235849056604	23.17257924288977	1	0	0.0	0	1	0
28	32	24.44	-9.48	Open Play	Right	3	0	Medium	Saved	28.56	-9.50235849056604	-28.56	9.50235849056604	81.56	24.49764150943396	134.56	58.49764150943396	2	2	26.22228855159733	9.50235849056604	21.24625760178117	1	0	0.0	0	0	1
86	11	9.98	11.22	Open Play	Right	3	0	Medium	Blocked	43.02	11.246462264150944	-43.02	-11.246462264150944	96.02	45.24646226415094	149.01999999999998	79.24646226415095	2	2	15.036067087472416	11.246462264150944	48.41446545699993	1	0	0.0	0	0	1
45	45	8.98	-11.97	Open Play	Right	2	0	Medium	Saved	44.02	-11.998231132075473	-44.02	11.998231132075473	97.02	22.00176886792453	150.01999999999998	56.001768867924525	2	2	14.986592351121889	11.998231132075473	53.18721496481116	1	0	0.0	0	0	1
69	38	14.46	-9.23	Open Play	Right	3	0	Medium	Missed	38.54	-9.251768867924527	-38.54	9.251768867924527	91.54	24.74823113207547	144.54	58.74823113207548	2	2	17.1664448033219	9.251768867924527	32.61184638871855	1	0	0.0	0	0	1
60	7	19.45	-9.48	Open Play	Right	2	1	Medium	Missed	33.55	-9.50235849056604	-33.55	9.50235849056604	86.55	24.49764150943396	139.55	58.49764150943396	2	2	21.647108741890516	9.50235849056604	26.03796698613536	1	0	0.0	0	0	1
73	6	8.98	-2.0	Open Play	Right	1	0	Low	Goal	44.02	-2.0047169811320757	-44.02	2.0047169811320757	97.02	31.995283018867923	150.01999999999998	65.99528301886792	2	1	9.201048319318804	2.0047169811320757	12.584498257470967	1	0	0.0	0	1	0
90	55	25.94	11.97	Open Play	Right	3	0	Low	Missed	27.06	11.998231132075473	-27.06	-11.998231132075473	80.06	45.99823113207548	133.06	79.99823113207547	2	1	28.58043299704721	11.998231132075473	24.822326543095684	1	0	0.0	0	1	0
31	30	10.72	-11.22	Open Play	Right	4	1	Low	Missed	42.28	-11.246462264150944	-42.28	11.246462264150944	95.28	22.753537735849054	148.28	56.75353773584906	2	1	15.537094756065922	11.246462264150944	46.37292441654441	1	0	0.0	0	1	0
40	19	7.48	1.75	Open Play	Head	2	1	Medium	Missed	45.52	1.754127358490566	-45.52	-1.754127358490566	98.52	35.754127358490564	151.51999999999998	69.75412735849056	3	2	7.682926707304005	1.754127358490566	13.197888625172524	0	1	7.682926707304005	0	0	1
57	40	21.2	13.72	Open Play	Left	2	0	Low	Missed	31.8	13.75235849056604	-31.8	-13.75235849056604	84.8	47.75235849056604	137.8	81.75235849056604	1	1	25.269890463811745	13.75235849056604	32.97131970580757	1	0	0.0	0	1	0
28	24	22.69	12.47	Open Play	Right	2	0	Low	Missed	30.31	12.49941037735849	-30.31	-12.49941037735849	83.31	46.49941037735849	136.31	80.49941037735849	2	1	25.905045064265327	12.49941037735849	28.849379669975168	1	0	0.0	0	1	0
60	4	7.73	0.5	Open Play	Right	1	0	Medium	Blocked	45.27	0.5011792452830188	-45.27	-0.5011792452830188	98.27	34.50117924528302	151.26999999999998	68.50117924528303	2	2	7.746230091851295	0.5011792452830188	3.709614499730217	1	0	0.0	0	0	1
95	59	22.69	2.0	Open Play	Left	4	2	Low	Missed	30.31	2.0047169811320757	-30.31	-2.0047169811320757	83.31	36.00471698113208	136.31	70.00471698113208	1	1	22.778388665014024	2.0047169811320757	5.049111407878563	1	0	0.0	0	1	0
28	34	4.74	1.0	Open Play	Head	2	0	Medium	Blocked	48.26	1.0023584905660377	-48.26	-1.0023584905660377	101.26	35.00235849056604	154.26	69.00235849056604	3	2	4.844824304720435	1.0023584905660377	11.940314876635082	0	1	4.844824304720435	0	0	1
85	13	20.7	-8.73	Open Play	Left	3	0	Medium	Missed	32.3	-8.75058962264151	-32.3	8.75058962264151	85.3	25.24941037735849	138.3	59.24941037735849	1	2	22.473602709487444	8.75058962264151	22.91542348538053	1	0	0.0	0	0	1
28	42	13.97	0.25	Open Play	Right	2	0	Medium	Missed	39.03	0.2505896226415094	-39.03	-0.2505896226415094	92.03	34.250589622641506	145.03	68.25058962264151	2	2	13.972247319560855	0.2505896226415094	1.0276441049098248	1	0	0.0	0	0	1
38	49	22.69	-14.22	Open Play	Left	3	1	Medium	Saved	30.31	-14.253537735849056	-30.31	14.253537735849056	83.31	19.746462264150946	136.31	53.74646226415094	1	2	26.79551152688213	14.253537735849056	32.13645841893558	1	0	0.0	0	0	1
20	36	11.22	14.46	Open Play	Left	2	0	Medium	Saved	41.78	14.494103773584904	-41.78	-14.494103773584904	94.78	48.4941037735849	147.78	82.4941037735849	1	2	18.32941472604753	14.494103773584904	52.256263573933104	1	0	0.0	0	0	1
22	4	26.43	-7.23	Open Play	Right	5	3	Medium	Missed	26.57	-7.247051886792453	-26.57	7.247051886792453	79.57	26.752948113207548	132.57	60.75294811320755	2	2	27.405558944306573	7.247051886792453	15.333519489673806	1	0	0.0	0	0	1
47	53	14.22	13.72	Open Play	Right	3	0	Medium	Blocked	38.78	13.75235849056604	-38.78	-13.75235849056604	91.78	47.75235849056604	144.78	81.75235849056604	2	2	19.78220827038892	13.75235849056604	44.04221915981562	1	0	0.0	0	0	1
78	18	14.96	1.0	Open Play	Right	2	0	Medium	Missed	38.04	1.0023584905660377	-38.04	-1.0023584905660377	91.04	35.00235849056604	144.04	69.00235849056604	2	2	14.99354269489402	1.0023584905660377	3.833235256480621	1	0	0.0	0	0	1
28	53	28.43	-3.49	Open Play	Right	3	0	Low	Saved	24.57	-3.4982311320754715	-24.57	3.4982311320754715	77.57	30.50176886792453	130.57	64.50176886792453	2	1	28.64441518085894	3.4982311320754715	7.014822627306208	1	0	0.0	0	1	0
57	59	18.45	14.46	Open Play	Right	3	0	Medium	Goal	34.55	14.494103773584904	-34.55	-14.494103773584904	87.55	48.4941037735849	140.55	82.4941037735849	2	2	23.462343109746055	14.494103773584904	38.1527624777546	1	0	0.0	0	0	1
29	35	15.21	-1.25	Open Play	Left	3	0	High	Saved	37.79	-1.252948113207547	-37.79	1.252948113207547	90.79	32.747051886792455	143.79	66.74705188679246	1	3	15.261519549978972	1.252948113207547	4.709198762877226	1	0	0.0	1	0	0
45	2	24.19	-16.46	Open Play	Right	2	0	Medium	Saved	28.81	-16.49882075471698	-28.81	16.49882075471698	81.81	17.50117924528302	134.81	51.50117924528302	2	2	29.280833087470032	16.49882075471698	34.29599364176201	1	0	0.0	0	0	1
9	19	12.47	-12.72	Open Play	Right	1	0	Medium	Blocked	40.53	-12.75	-40.53	12.75	93.53	21.25	146.53	55.25	2	2	17.834332059261428	12.75	45.63608878512341	1	0	0.0	0	0	1
43	11	8.48	5.74	Open Play	Left	3	0	High	Blocked	44.52	5.753537735849057	-44.52	-5.753537735849057	97.52	39.75353773584906	150.51999999999998	73.75353773584905	1	3	10.247614184669482	5.753537735849057	34.15623400281056	1	0	0.0	1	0	0
62	24	6.98	-10.97	Open Play	Right	4	1	Medium	Goal	46.02	-10.995872641509434	-46.02	10.995872641509434	99.02	23.004127358490564	152.01999999999998	57.00412735849056	2	2	13.024193454809236	10.995872641509434	57.59328806229388	1	0	0.0	0	0	1
87	50	11.47	-14.71	Open Play	Right	3	0	Low	Saved	41.53	-14.744693396226417	-41.53	14.744693396226417	94.53	19.255306603773583	147.53	53.25530660377358	2	1	18.680655324391672	14.744693396226417	52.12040394422721	1	0	0.0	0	1	0
18	52	12.22	14.22	Open Play	Right	2	0	Medium	Blocked	40.78	14.253537735849056	-40.78	-14.253537735849056	93.78	48.25353773584906	146.78	82.25353773584905	2	2	18.774763327064157	14.253537735849056	49.39249114521003	1	0	0.0	0	0	1
58	2	9.73	-4.99	Open Play	Right	3	0	Medium	Goal	43.27	-5.001768867924528	-43.27	5.001768867924528	96.27	28.99823113207547	149.26999999999998	62.99823113207548	2	2	10.940319547807508	5.001768867924528	27.205720487967444	1	0	0.0	0	0	1
45	34	14.22	-13.72	Open Play	Left	3	0	Medium	Blocked	38.78	-13.75235849056604	-38.78	13.75235849056604	91.78	20.24764150943396	144.78	54.24764150943396	1	2	19.78220827038892	13.75235849056604	44.04221915981562	1	0	0.0	0	0	1
86	45	19.45	-6.48	Open Play	Right	4	0	Medium	Missed	33.55	-6.495283018867925	-33.55	6.495283018867925	86.55	27.50471698113208	139.55	61.50471698113208	2	2	20.50588211941135	6.495283018867925	18.466624209905333	1	0	0.0	0	0	1
18	28	13.72	11.97	Open Play	Right	3	1	Low	Missed	39.28	11.998231132075473	-39.28	-11.998231132075473	92.28	45.99823113207548	145.28	79.99823113207547	2	1	18.226243450001014	11.998231132075473	41.16991144401488	1	0	0.0	0	1	0
77	2	2.24	5.49	Open Play	Head	1	0	High	Missed	50.76	5.502948113207547	-50.76	-5.502948113207547	103.76	39.502948113207545	156.76	73.50294811320754	3	3	5.9413835035835305	5.502948113207547	67.8509961784902	0	1	5.9413835035835305	1	0	0
80	54	14.96	0.25	Open Play	Right	2	0	High	Blocked	38.04	0.2505896226415094	-38.04	-0.2505896226415094	91.04	34.250589622641506	144.04	68.25058962264151	2	3	14.962098621482738	0.2505896226415094	0.9596514133264724	1	0	0.0	1	0	0
83	7	8.48	-3.49	Open Play	Left	3	1	Medium	Saved	44.52	-3.4982311320754715	-44.52	3.4982311320754715	97.52	30.50176886792453	150.51999999999998	64.50176886792453	1	2	9.173223046095744	3.4982311320754715	22.417482042004583	1	0	0.0	0	0	1
12	57	15.46	-11.97	Open Play	Right	3	0	Low	Saved	37.54	-11.998231132075473	-37.54	11.998231132075473	90.54	22.00176886792453	143.54	56.001768867924525	2	1	19.5695976018595	11.998231132075473	37.81440305340817	1	0	0.0	0	1	0
45	31	9.48	6.73	Open Play	Head	3	0	Medium	Missed	43.52	6.745872641509434	-43.52	-6.745872641509434	96.52	40.74587264150944	149.51999999999998	74.74587264150944	3	2	11.63517072051225	6.745872641509434	35.43527212928885	0	1	11.63517072051225	0	0	1
71	31	11.72	-2.74	Open Play	Head	5	2	High	Blocked	41.28	-2.7464622641509435	-41.28	2.7464622641509435	94.28	31.253537735849054	147.28	65.25353773584905	3	3	12.037502023609594	2.7464622641509435	13.188698014697827	0	1	12.037502023609594	1	0	0
37	29	3.74	-6.48	Open Play	Head	2	0	Medium	Blocked	49.26	-6.495283018867925	-49.26	6.495283018867925	102.26	27.50471698113208	155.26	61.50471698113208	3	2	7.4950851559668115	6.495283018867925	60.06655638527049	0	1	7.4950851559668115	0	0	1
73	12	11.72	14.71	Open Play	Right	1	2	Low	Saved	41.28	14.744693396226417	-41.28	-14.744693396226417	94.28	48.74469339622642	147.28	82.74469339622641	2	1	18.835190026881143	14.744693396226417	51.520137289726975	1	0	0.0	0	1	0
13	8	18.7	0.75	Open Play	Left	2	1	Medium	Missed	34.3	0.7517688679245282	-34.3	-0.7517688679245282	87.3	34.751768867924525	140.3	68.75176886792453	1	2	18.715105033923283	0.7517688679245282	2.302139108680572	1	0	0.0	0	0	1
94	29	9.98	-9.48	Open Play	Left	2	0	Medium	Goal	43.02	-9.50235849056604	-43.02	9.50235849056604	96.02	24.49764150943396	149.01999999999998	58.49764150943396	1	2	13.780247344776964	9.50235849056604	43.59558268976336	1	0	0.0	0	0	1
74	6	29.18	1.5	Open Play	Right	3	0	Medium	Blocked	23.82	1.5035377358490565	-23.82	-1.5035377358490565	76.82	35.50353773584906	129.82	69.50353773584905	2	2	29.218710199512948	1.5035377358490565	2.949631576910157	1	0	0.0	0	0	1
66	35	17.46	0.5	Open Play	Right	2	0	Medium	Missed	35.54	0.5011792452830188	-35.54	-0.5011792452830188	88.53999999999999	34.50117924528302	141.54	68.50117924528303	2	2	17.467191549757004	0.5011792452830188	1.6441908813730908	1	0	0.0	0	0	1
7	48	24.19	-9.48	Open Play	Right	3	1	Medium	Missed	28.81	-9.50235849056604	-28.81	9.50235849056604	81.81	24.49764150943396	134.81	58.49764150943396	2	2	25.98943856421744	9.50235849056604	21.44598030775833	1	0	0.0	0	0	1
34	11	2.24	-2.24	Open Play	Right	0	0	Low	Blocked	50.76	-2.2452830188679247	-50.76	2.2452830188679247	103.76	31.75471698113208	156.76	65.75471698113208	2	1	3.17157623821605	2.2452830188679247	45.06748616374175	1	0	0.0	0	1	0
35	43	13.72	-2.74	Open Play	Left	3	0	High	Blocked	39.28	-2.7464622641509435	-39.28	2.7464622641509435	92.28	31.253537735849054	145.28	65.25353773584905	1	3	13.992192643342396	2.7464622641509435	11.319819253127276	1	0	0.0	1	0	0
6	44	2.74	-7.23	Open Play	Right	1	0	Medium	Goal	50.26	-7.247051886792453	-50.26	7.247051886792453	103.26	26.752948113207548	156.26	60.75294811320755	2	2	7.747732639286287	7.247051886792453	69.28915786424463	1	0	0.0	0	0	1
34	41	22.2	4.99	Open Play	Right	3	0	Low	Goal	30.8	5.001768867924528	-30.8	-5.001768867924528	83.8	39.001768867924525	136.8	73.00176886792453	2	1	22.75648680724112	5.001768867924528	12.69701032722682	1	0	0.0	0	1	0
73	52	7.98	-1.75	Open Play	Head	3	0	High	Saved	45.02	-1.754127358490566	-45.02	1.754127358490566	98.02	32.24587264150944	151.01999999999998	66.24587264150944	3	3	8.17051790217763	1.754127358490566	12.397332814987388	0	1	8.17051790217763	1	0	0
50	33	6.24	-5.74	Open Play	Head	1	0	Medium	Missed	46.76	-5.753537735849057	-46.76	5.753537735849057	99.76	28.246462264150946	152.76	62.24646226415094	3	2	8.487684989314761	5.753537735849057	42.67733543632497	0	1	8.487684989314761	0	0	1
15	36	8.48	8.23	Open Play	Head	1	0	Medium	Missed	44.52	8.24941037735849	-44.52	-8.24941037735849	97.52	42.24941037735849	150.51999999999998	76.24941037735849	3	2	11.830603178793126	8.24941037735849	44.21031433300719	0	1	11.830603178793126	0	0	1
60	41	10.47	3.49	Open Play	Left	1	0	Low	Goal	42.53	3.4982311320754715	-42.53	-3.4982311320754715	95.53	37.49823113207548	148.53	71.49823113207547	1	1	11.038954708368996	3.4982311320754715	18.47547872385792	1	0	0.0	0	1	0
52	32	11.97	-8.73	Open Play	Right	2	0	Medium	Saved	41.03	-8.75058962264151	-41.03	8.75058962264151	94.03	25.24941037735849	147.03	59.24941037735849	2	2	14.827465014083872	8.75058962264151	36.16842471120865	1	0	0.0	0	0	1
85	2	1.75	3.24	Open Play	Head	1	0	Medium	Goal	51.25	3.2476415094339623	-51.25	-3.2476415094339623	104.25	37.24764150943396	157.25	71.24764150943396	3	2	3.6891293517303656	3.2476415094339623	61.68187811819757	0	1	3.6891293517303656	0	0	1
95	19	6.73	-12.22	Open Play	Right	2	0	High	Saved	46.27	-12.248820754716984	-46.27	12.248820754716984	99.27	21.75117924528302	152.26999999999998	55.75117924528302	2	3	13.97592608313258	12.248820754716984	61.21381749528922	1	0	0.0	1	0	0
69	7	24.94	11.72	Open Play	Right	1	0	Low	Missed	28.06	11.74764150943396	-28.06	-11.74764150943396	81.06	45.74764150943396	134.06	79.74764150943396	2	1	27.568291224415344	11.74764150943396	25.222130612376457	1	0	0.0	0	1	0
14	56	26.93	2.99	Open Play	Right	4	1	Low	Saved	26.07	2.997051886792453	-26.07	-2.997051886792453	79.07	36.997051886792455	132.07	70.99705188679246	2	1	27.096258413517653	2.997051886792453	6.350341741689047	1	0	0.0	0	1	0
57	49	15.71	13.22	Open Play	Right	2	0	High	Blocked	37.29	13.251179245283016	-37.29	-13.251179245283016	90.29	47.25117924528302	143.29	81.25117924528303	2	3	20.55231985423104	13.251179245283016	40.14719292954539	1	0	0.0	1	0	0
80	0	22.94	-20.2	Open Play	Right	2	0	Medium	Missed	30.06	-20.24764150943396	-30.06	20.24764150943396	83.06	13.75235849056604	136.06	47.75235849056604	2	2	30.59755850872016	20.24764150943396	41.43274329437761	1	0	0.0	0	0	1
6	38	24.44	16.46	Open Play	Right	2	0	Medium	Saved	28.56	16.49882075471698	-28.56	-16.49882075471698	81.56	50.49882075471698	134.56	84.49882075471697	2	2	29.487703984818484	16.49882075471698	34.02228228958904	1	0	0.0	0	0	1
12	20	6.98	2.49	Open Play	Head	2	0	Medium	GoalFrame	46.02	2.495872641509434	-46.02	-2.495872641509434	99.02	36.49587264150944	152.01999999999998	70.49587264150944	3	2	7.412811898506217	2.495872641509434	19.675773864784603	0	1	7.412811898506217	0	0	1
43	17	25.19	-7.73	Open Play	Right	4	0	High	Missed	27.81	-7.748231132075472	-27.81	7.748231132075472	80.81	26.25176886792453	133.81	60.251768867924525	2	3	26.354718470817776	7.748231132075472	17.09745508903265	1	0	0.0	1	0	0
48	1	21.95	3.74	Open Play	Left	1	0	Medium	Saved	31.05	3.748820754716981	-31.05	-3.748820754716981	84.05	37.74882075471698	137.05	71.74882075471697	1	2	22.26782784761452	3.748820754716981	9.69198177461534	1	0	0.0	0	0	1
39	31	20.45	-3.49	Open Play	Left	5	1	Low	Missed	32.55	-3.4982311320754715	-32.55	3.4982311320754715	85.55	30.50176886792453	138.55	64.50176886792453	1	1	20.74705090015017	3.4982311320754715	9.707209939555714	1	0	0.0	0	1	0
74	2	12.47	4.49	Open Play	Right	1	0	Medium	Saved	40.53	4.500589622641509	-40.53	-4.500589622641509	93.53	38.50058962264151	146.53	72.50058962264151	2	2	13.25730768110284	4.500589622641509	19.845190572738144	1	0	0.0	0	0	1
68	24	11.47	5.24	Open Play	Right	2	0	High	Blocked	41.53	5.252358490566038	-41.53	-5.252358490566038	94.53	39.25235849056604	147.53	73.25235849056604	2	3	12.615394156086488	5.252358490566038	24.60405717771504	1	0	0.0	1	0	0
84	44	9.23	3.49	Open Play	Head	2	0	Medium	Missed	43.77	3.4982311320754715	-43.77	-3.4982311320754715	96.77	37.49823113207548	149.76999999999998	71.49823113207547	3	2	9.870689998851253	3.4982311320754715	20.757039995278515	0	1	9.870689998851253	0	0	1
52	11	26.68	-8.73	Open Play	Right	3	1	Low	Missed	26.32	-8.75058962264151	-26.32	8.75058962264151	79.32	25.24941037735849	132.32	59.24941037735849	2	1	28.07837635519336	8.75058962264151	18.15861721626412	1	0	0.0	0	1	0
62	39	8.23	-5.74	Open Play	Head	1	0	High	Saved	44.77	-5.753537735849057	-44.77	5.753537735849057	97.77	28.246462264150946	150.76999999999998	62.24646226415094	3	3	10.04171780512872	5.753537735849057	34.957138941262265	0	1	10.04171780512872	1	0	0
26	47	13.47	10.23	Open Play	Right	2	0	Low	Saved	39.53	10.254127358490566	-39.53	-10.254127358490566	92.53	44.25412735849056	145.53	78.25412735849056	2	1	16.928911007036003	10.254127358490566	37.28044653650456	1	0	0.0	0	1	0
22	28	23.44	-18.21	Open Play	Right	3	0	Medium	Blocked	29.56	-18.252948113207548	-29.56	18.252948113207548	82.56	15.747051886792452	135.56	49.74705188679245	2	2	29.70864713889623	18.252948113207548	37.908226912939405	1	0	0.0	0	0	1
43	15	12.97	3.49	Open Play	Right	5	1	Low	Blocked	40.03	3.4982311320754715	-40.03	-3.4982311320754715	93.03	37.49823113207548	146.03	71.49823113207547	2	1	13.433485067301858	3.4982311320754715	15.094467838262256	1	0	0.0	0	1	0
29	58	18.21	-1.75	Open Play	Left	3	0	High	Blocked	34.79	-1.754127358490566	-34.79	1.754127358490566	87.78999999999999	32.24587264150944	140.79	66.24587264150944	1	3	18.294290442370404	1.754127358490566	5.502194050574767	1	0	0.0	1	0	0
62	13	20.2	-0.5	Open Play	Right	2	0	Medium	Blocked	32.8	-0.5011792452830188	-32.8	0.5011792452830188	85.8	33.49882075471698	138.8	67.49882075471697	2	2	20.20621638595169	0.5011792452830188	1.42126561902263	1	0	0.0	0	0	1
19	32	20.7	9.73	Open Play	Left	2	0	Low	Goal	32.3	9.752948113207548	-32.3	-9.752948113207548	85.3	43.75294811320755	138.3	77.75294811320755	1	1	22.88252601656816	9.752948113207548	25.22779329574517	1	0	0.0	0	1	0
85	13	9.98	-11.22	Open Play	Left	2	0	High	Goal	43.02	-11.246462264150944	-43.02	11.246462264150944	96.02	22.753537735849054	149.01999999999998	56.75353773584906	1	3	15.036067087472416	11.246462264150944	48.41446545699993	1	0	0.0	1	0	0
50	38	21.7	6.98	Open Play	Left	3	1	Medium	Blocked	31.3	6.996462264150943	-31.3	-6.996462264150943	84.3	40.99646226415094	137.3	74.99646226415095	1	2	22.80001061871876	6.996462264150943	17.870235687523596	1	0	0.0	0	0	1
92	15	10.47	10.97	Open Play	Left	4	0	Medium	Goal	42.53	10.995872641509434	-42.53	-10.995872641509434	95.53	44.99587264150944	148.53	78.99587264150944	1	2	15.183218207886483	10.995872641509434	46.40335582766683	1	0	0.0	0	0	1
8	39	23.44	0.5	Open Play	Left	2	0	Medium	Missed	29.56	0.5011792452830188	-29.56	-0.5011792452830188	82.56	34.50117924528302	135.56	68.50117924528303	1	2	23.4453573364942	0.5011792452830188	1.2248754630650922	1	0	0.0	0	0	1
11	59	24.44	8.23	Open Play	Left	4	0	Low	Blocked	28.56	8.24941037735849	-28.56	-8.24941037735849	81.56	42.24941037735849	134.56	76.24941037735849	1	1	25.79469657844554	8.24941037735849	18.65145472683904	1	0	0.0	0	1	0
78	9	14.46	12.72	Open Play	Left	3	0	Low	Saved	38.54	12.75	-38.54	-12.75	91.54	46.75	144.54	80.75	1	1	19.27833239676088	12.75	41.40400203200944	1	0	0.0	0	1	0
50	20	23.19	-7.23	Open Play	Left	2	1	High	Missed	29.81	-7.247051886792453	-29.81	7.247051886792453	82.81	26.752948113207548	135.81	60.75294811320755	1	3	24.296005043007835	7.247051886792453	17.35442278926175	1	0	0.0	1	0	0
15	48	26.43	0.5	Open Play	Right	3	1	Medium	Saved	26.57	0.5011792452830188	-26.57	-0.5011792452830188	79.57	34.50117924528302	132.57	68.50117924528303	2	2	26.43475138214661	0.5011792452830188	1.0863418263884623	1	0	0.0	0	0	1
50	5	11.97	16.21	Open Play	Left	2	0	High	Missed	41.03	16.24823113207547	-41.03	-16.24823113207547	94.03	50.24823113207548	147.03	84.24823113207547	1	3	20.181325896019484	16.24823113207547	53.62108980260181	1	0	0.0	1	0	0
30	27	9.98	-2.24	Open Play	Head	3	0	Medium	Missed	43.02	-2.2452830188679247	-43.02	2.2452830188679247	96.02	31.75471698113208	149.01999999999998	65.75471698113208	3	2	10.229452372185754	2.2452830188679247	12.679197809474898	0	1	10.229452372185754	0	0	1
29	46	13.47	3.24	Open Play	Right	4	0	High	Goal	39.53	3.2476415094339623	-39.53	-3.2476415094339623	92.53	37.24764150943396	145.53	71.24764150943396	2	3	13.8559761609855	3.2476415094339623	13.555409724570714	1	0	0.0	1	0	0
